"CAS","Ready_Biodeg","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","ExactMolWt","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","FractionCSP3","HallKierAlpha","HeavyAtomCount","HeavyAtomMolWt","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","MaxAbsEStateIndex","MaxAbsPartialCharge","MaxEStateIndex","MaxPartialCharge","MinAbsEStateIndex","MinAbsPartialCharge","MinEStateIndex","MinPartialCharge","MolLogP","MolMR","MolWt","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRadicalElectrons","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","NumValenceElectrons","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","RingCount","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","qed"
"52-68-6","NRB",4.65783460500185,183.232219258871,9.99156383156272,6.33041575060881,9.49262977966409,5.27602088193889,2.73623876203587,5.48197507556821,1.82026442866172,6.48830868195228,1.10126616880815,4.18210857207814,0.453510050147304,2.43623589884287,17.2333530546079,9.67157567977203,0,0,0,14.2195950825551,0,0,0,9.04749432342363,34.8028196706975,255.922578406,1.33333333333333,1.66666666666667,1.75,1,0.98,12,249.373,247.970336646016,12.98,4.4676806635973,3.03578497025875,85.228140679222,11.3495601851852,0.377019409934981,11.3495601851852,0.362332511779805,1.08720679012346,0.362332511779805,-3.73398919753086,-0.377019409934981,2.1609,47.9213,257.437,1,4,0,0,0,0,0,0,4,1,8,0,3,0,0,0,74,14.1540217182643,0,0,9.63759072781999,0,7.59576232678789,4.56504828493133,0,0,0,34.8028196706975,0,14.2195950825551,0,0,18.7190700031957,42.3985819974854,0,0,0,9.63759072781999,14.2195950825551,0,0,0,0,0,0,42.3985819974854,28.9637132052158,13.612542608355,0,0,0,0,0,0,55.76,0,15.8225694444444,0,0,0,0,0,0,18.0643827160494,5.83527006172839,0.621638147028619
"52-85-7","RB",2.98461911365926,562.087737590305,14.6817982758747,11.0615663010055,13.5889866538608,8.74816599404111,5.18674352994604,9.18284546043745,3.66248188787686,8.96325473833949,2.26673455072007,6.54293842168136,1.16146035338155,2.99937478472188,16.7418983857708,8.41779698432894,0,4.89548347551777,5.74951183328391,4.30521599129623,52.5804073217559,0,0,0,25.3780975737741,325.020751242,1.10526315789474,1.57894736842105,1.94736842105263,0.4,-0.5,19,309.22,11190.1994901744,16.5540540540541,6.3,3.98047337278107,118.132344931435,11.8629184119636,0.424140455713844,11.8629184119636,0.379519432545044,0.174060531620056,0.379519432545044,-3.45017005490468,-0.424140455713844,1.833,76.2458,325.348,0,6,0,0,0,1,0,1,6,0,9,0,6,0,0,0,108,13.5712414851355,5.74951183328391,0,10.0232911534076,0,6.71860723236318,0,12.7230129756252,0,0,0,24.2654682738464,40.1217951365481,4.89548347551777,1,21.9890384694644,28.5487544744094,0,4.30521599129623,0,4.89548347551777,28.3149390479094,24.2654682738464,0,5.74951183328391,4.52374716171182,0,5.74951183328391,6.71860723236318,41.0379520235346,30.8776415654699,0,0,29.1609517493642,0,0,0,65.07,0,1.6019792191568,0,0,0,0,0,0,40.2270502251827,9.39319277788276,0.743663819666512
"55-18-5","NRB",3.16460930883924,51.6514844544032,5.69867061274927,4.71688904383687,4.71688904383687,3.34606521495123,2.42924328024183,2.42924328024183,1.22055470035105,1.22055470035105,0.845526361812502,0.845526361812502,0.339076851587904,0.339076851587904,0,4.90706524398828,0,0,13.0895128118252,0,5.00891252395453,0,13.8474743993812,5.28588472096271,0,102.07931294,1.42857142857143,1.85714285714286,1.85714285714286,1,-0.6,7,92.057,34.3994618804395,6.4,3.58518518518519,2.14074074074074,43.2587790456882,9.64305555555556,0.26146542469789,9.64305555555556,0.0523269231225675,0.708333333333333,0.0523269231225675,0.708333333333333,-0.26146542469789,1.0096,28.716,102.137,0,3,0,0,0,0,0,0,2,0,3,0,3,0,0,0,42,0,0,0,0,0,0,5.00891252395453,0,0,4.90706524398828,0,13.8474743993812,13.0895128118252,5.28588472096271,0,0,0,0,5.00891252395453,5.28588472096271,13.8474743993812,13.0895128118252,4.90706524398828,0,0,0,0,0,0,18.0984253357797,0,4.90706524398828,13.8474743993812,5.28588472096271,0,0,0,32.67,0,0,0,0,0,0,0,0,0,19,0.393230387991758
"56-23-5","NRB",3.02371578407382,19.1194154787637,4.5,2.01185789203691,5.03557367611073,2,0.755928946018454,2.26778683805536,0.428571428571428,3.85714285714286,0,0,0,0,3.2517177575741,0,0,0,0,0,0,0,0,0,46.4037595609301,151.87541072,0.8,0.8,0.8,1,1.16,5,153.823,3.60964047443681,6.16,1.74184825692082,38.2919857312723,49.9523159353562,4.82638888888889,0.265685211287535,4.82638888888889,0.265685211287535,1.61111111111111,0.0664213028218838,-1.61111111111111,-0.0664213028218838,2.5529,26.143,153.823,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,3.2517177575741,0,0,0,0,0,46.4037595609301,0,0,0,0,0,46.4037595609301,0,0,0,3.2517177575741,0,0,0,0,0,0,0,46.4037595609301,3.2517177575741,0,0,0,0,0,0,0,0,0,19.3055555555556,0,0,0,0,0,0,-1.61111111111111,0,0.469795536352755
"56-49-5","NRB",2.07952095199302,1038.13043349505,13.9743270157587,12.1103659850797,12.1103659850797,10.3264998404949,7.68317452461172,7.68317452461172,6.19606623614332,6.19606623614332,5.10177733560318,5.10177733560318,4.08301900324875,4.08301900324875,0,0,0,0,0,0,50.7224400243378,11.126902983394,0,61.5210408158451,0,268.125200512,0.666666666666667,1.47619047619048,2.42857142857143,0.142857142857143,-2.34,21,252.231,191428.667129142,11.333739511673,3.85458844970996,1.39793767896018,123.565391904363,2.39361111111111,0.0616289926749054,2.39361111111111,-0.00962475823642021,1.18687192932729,0.00962475823642021,1.18687192932729,-0.0616289926749054,5.55322,91.105,268.359,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,48.5309365476929,74.839447275884,0,0,5,0,32.3173452867888,0,0,0,19.7653804455426,0,71.2876580912455,0,0,0,0,0,0,0,12.841643245852,6.92373719969062,16.690354475091,54.5973036161545,0,32.3173452867888,0,0,0,0,0,0,0,0,0,0,0,38,0.289427434735111
"56-81-5","RB",2.75418478603766,25.2192809488736,4.99156383156272,3.33320461806259,3.33320461806259,2.80806041249045,1.70715100270856,1.70715100270856,1.01897187793503,1.01897187793503,0.421498205932706,0.421498205932706,0.0577350269189626,0.0577350269189626,6.1039663877483,0,0,13.2137639290258,0,0,0,0,0,0,15.3195821845221,92.047344116,1.16666666666667,1.5,1.5,1,-0.12,6,84.03,19.8002690597803,5.88,3.08491803278689,2.13773195876289,35.8518365132108,8.16666666666667,0.393593316120669,8.16666666666667,0.100047026017235,0.364583333333333,0.100047026017235,-0.953703703703704,-0.393593316120669,-1.6681,20.1784,92.094,3,3,0,0,0,0,0,0,3,3,3,0,2,0,0,0,38,15.3195821845221,6.1039663877483,0,0,0,0,0,0,0,0,0,0,0,13.2137639290258,0,15.3195821845221,0,0,0,0,6.1039663877483,13.2137639290258,0,0,0,0,0,0,0,34.6373125012963,0,0,0,0,0,0,0,60.69,0,0,0,0,0,0,0,0,0,22.3333333333333,0.381494432210241
"56-84-8","RB",3.63243215193984,132.529325012981,7.43915758875542,4.57273109149344,4.57273109149344,4.03658126020919,2.2392720349491,2.2392720349491,1.54259342873827,1.54259342873827,0.711731036309416,0.711731036309416,0.275437576352803,0.275437576352803,24.4012730279777,9.58907436814364,0,0,0,0,0,0,0,0,15.9467222668436,133.037507704,1.44444444444444,1.88888888888889,2,0.5,-1.1,9,126.047,60.4718435534359,7.9,3.03230652695367,3.47971014492754,51.0854797725116,9.84643518518519,0.481175383236989,9.84643518518519,0.320578107070282,0.532407407407407,0.320578107070282,-1.29407407407407,-0.481175383236989,-1.127,27.864,133.103,4,5,0,0,0,0,0,0,3,3,5,0,3,0,0,0,52,15.9467222668436,6.04184082914796,0,0,0,11.9386105759037,9.58907436814364,0,0,0,0,0,0,6.42082162292601,0,19.8021291578251,11.9386105759037,0,0,5.73366747716218,12.462662452074,0,0,0,0,5.73366747716218,0,0,0,28.1935061947331,9.58907436814364,0,6.42082162292601,0,0,0,0,100.62,0,0,0,0,0,0,0,0,0,36.1666666666667,0.452021255035378
"56-86-0","RB",3.49072966039081,144.583377076948,8.14626436994197,5.27983787267999,5.27983787267999,4.53658126020919,2.7392720349491,2.7392720349491,1.87714441810115,1.87714441810115,0.986404679997266,0.986404679997266,0.402452692053375,0.402452692053375,17.9804514050517,9.58907436814364,0,12.841643245852,0,0,0,0,0,0,15.9467222668436,147.053157768,1.4,1.9,2.2,0.6,-1.1,10,138.058,111.041752223967,8.9,3.83755739210285,3.84856593494632,57.4504218869082,9.99388038548753,0.481229490629438,9.99388038548753,0.319984030076623,0.0231481481481481,0.319984030076623,-1.16550925925926,-0.481229490629438,-0.7369,32.481,147.13,4,5,0,0,0,0,0,0,3,3,5,0,4,0,0,0,58,15.9467222668436,6.04184082914796,0,0,0,11.9386105759037,9.58907436814364,0,0,0,0,6.42082162292601,6.42082162292601,0,0,19.8021291578251,11.9386105759037,0,0,5.73366747716218,18.883484075,0,0,0,0,5.73366747716218,0,0,0,28.1935061947331,9.58907436814364,0,12.841643245852,0,0,0,0,100.62,0,0,0,0,0,0,0,0,0,37.6666666666667,0.485975530954351
"57-11-4","RB",2.93898006654373,201.594903091827,14.8910587681744,13.6691703849486,13.6691703849486,9.77005561002966,8.98839111476173,8.98839111476173,6.09348601152918,6.09348601152918,3.99419555738087,3.99419555738087,2.64754606871255,2.64754606871255,5.96930528795185,4.79453718407182,0,0,6.42082162292601,12.841643245852,83.4706810980382,0,0,6.92373719969062,5.10652739484071,284.271530392,0.6,0.9,1.2,0.944444444444444,-0.53,20,248.196,22676.4637521603,19.47,16.5241418516513,17.47,125.899022824812,10.3332072444148,0.481230389785217,10.3332072444148,0.302839556532184,0.345492118415994,0.302839556532184,-0.653061016408121,-0.481230389785217,6.33250000000001,87.1818000000001,284.484,1,2,0,0,0,0,0,0,1,1,2,0,16,0,0,0,120,5.10652739484071,0,0,0,0,5.96930528795185,4.79453718407182,0,0,0,96.8152399206548,6.42082162292601,6.42082162292601,0,0,9.90106457891253,5.96930528795185,0,0,0,109.656883166507,0,0,0,0,0,0,0,0,11.0758326827926,4.79453718407182,0,109.656883166507,0,0,0,0,37.3,0,0,0,0,0,0,0,0,0,40.6666666666667,0.336041978592272
"57-13-6","RB",2.80303948767405,29.0195500086539,3.57735026918963,2.06294882884311,2.06294882884311,1.73205080756888,0.781474414421557,0.781474414421557,0.402368927062183,0.402368927062183,0,0,0,0,6.03111451233807,0,0,0,0,0,0,0,0,11.4673349543244,4.79453718407182,60.032362748,1.5,1.5,1.5,0,-0.73,4,56.024,3.24511249783653,3.27,0.710528634361234,0.173734284105836,23.5805545218987,9,0.351846239505639,9,0.309056401422831,0.833333333333333,0.309056401422831,-0.833333333333333,-0.351846239505639,-0.9762,13.7708,60.056,4,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,24,11.4673349543244,0,0,0,0,6.03111451233807,0,4.79453718407182,0,0,0,0,0,0,0,4.79453718407182,6.03111451233807,0,0,11.4673349543244,0,0,0,0,0,11.4673349543244,4.79453718407182,0,0,6.03111451233807,0,0,0,0,0,0,0,69.11,0,0,0,0,0,0,0,0,0,16.6666666666667,0.370507351403538
"57-14-7","NRB",2.32379000772445,8.75488750216347,3.57735026918963,3.02456386468958,3.02456386468958,1.73205080756888,1.15262608074708,1.15262608074708,0.96361137499428,0.96361137499428,0,0,0,0,0,0,0,0,0,0,5.00891252395453,14.0953439653544,0,0,5.84267027026624,60.068748256,1.5,1.5,1.5,1,-0.08,4,52.036,3.24511249783653,3.92,1.26246575342466,253.92,26.1740535296772,4.94444444444444,0.269314940679287,4.94444444444444,0.00105179973891877,1.5,0.00105179973891877,1.5,-0.269314940679287,-0.5783,17.8744,60.1,2,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,26,0,0,0,0,0,0,10.8515827942208,0,0,0,0,0,14.0953439653544,0,0,0,0,0,5.00891252395453,5.84267027026624,0,14.0953439653544,0,0,0,5.84267027026624,0,0,0,19.1042564893089,0,0,0,0,0,0,0,29.26,0,0,0,0,0,0,0,0,0,10,0.299218784044816
"57-55-6","RB",2.53953886135939,18.8547529722733,4.28445705037617,3.17888424137609,3.17888424137609,2.27005561002966,1.56002521541749,1.56002521541749,1.03159555188113,1.03159555188113,0.264223843927828,0.264223843927828,0,0,6.1039663877483,0,0,6.60688196451292,0,0,6.92373719969062,0,0,0,10.2130547896814,76.052429496,1.8,2,2,1,-0.08,5,68.031,9.65148445440323,4.92,2.17510204081633,3.92,31.0576027610148,8.11111111111111,0.393700042197766,8.11111111111111,0.0742386440636602,0.138888888888889,0.0742386440636602,-0.560185185185186,-0.393700042197766,-0.6405,18.7666,76.095,2,2,0,0,0,0,0,0,2,2,2,0,1,0,0,0,32,10.2130547896814,0,0,0,0,0,0,0,0,0,0,6.92373719969062,0,12.7108483522612,0,10.2130547896814,0,0,0,0,13.0277035874389,6.60688196451292,0,0,0,0,0,0,0,22.9239031419426,0,0,6.92373719969062,0,0,0,0,40.46,0,0,0,0,0,0,0,0,0,16.8333333333333,0.43583499661105
